Clinical Information,Bibliographic Information,,,,,,Recording Information,,,Analysis Information,,Dataset Information,,,,Method Information,,,,Results Information,,,,,,,,
Disorder,Authors,Year,Month,DOI,Title,Journal,Data,Analyzed Data,Amount of Data,Design,Analysis,# Patients,Patient Ages,# Control,Control Ages,Fit Method,Fit Range,Report Settings,Report GOF,Clinical EXP,Control EXP,Reported Finding for Aperiodic Exponent,Report Effects Size,Effect Size Measure,Effects Size,Biomarker,Interpretation,Notes
MS,Akbarian et al,2023,5,10.1177/13524585241253777,Stimulus-related modulation in the 1/f spectral slope suggests an impaired inhibition during a working memory task in people with multiple sclerosis,Multiple Sclerosis Journal,MEG,task,1s,between,diagnostic,79,48 +/- 10,38,47 +/- 11,specparam,3-45,no,no,unclear,unclear,⬇︎ clinical vs. control,no,-,-,yes,E/I ratio,Also compare between medication status (clinical patients on / off benzodiazepines) but report no differences in the on / off group in the task-related exponent measures. Task data: n-back task.
,,Brain Injury,,,,,,,,,,,,,,,,,,,,,,,,,,
Concussion,"Makale, Nybo et al",2023,8,10.3390/brainsci13081179,Preliminary Observations of Personalized Repetitive Magnetic Stimulation (PrTMS) Guided by EEG Spectra for Concussion,Brain Sciences,EEG,resting,4m,within,treatment,185,38,-,-,regression,2-20,-,-,-,-,⬇︎ w stimulation [TMS],no,-,-,yes,neurotransmission,Study is about rTMS as a treatment. Does not report demographics beyond mean age.
Concussion,Yu et al,2024,11,10.1101/2024.09.23.24314232,Reduced Cortical Excitability is Associated with Cognitive Symptoms in Concussed Adolescent Football Players,preprint,MEG,resting,8m,"between between","diagnostic symptoms",10,15.99,81,16.43,specparam,1-40,yes,no,unclear,unclear,"⬆︎ clinical vs. control Δ ~w severity cognitive symptoms",no,-,-,no,E/I ratio,"Participants had repeated scans at the beginning end of seasons, and participated for a variable number of seasons (1-4). Results are specific to frontal regions."
TBI,Hussain et al,2023,11,10.1109/TMAG.2023.3282614,Investigation of EEG Neurophysiological Relationship to TMS Response in Mild Traumatic Brain Injury Patients,IEEE Transactions on Magnetics,EEG,resting,unclear,between,treatment,19,unclear,-,-,specparam,0.5-55,no,no,-,-,⬆︎ ~TMS motor threshold,no,-,-,no,E/I ratio,"Study is about TMS treatment in mild TBI patients. Although this study is about TMS in patients, the results don’t seem to have anything to do with the clinical diagnosis."
TBI,Tewarie et al,2023,-,10.1016/j.nicl.2023.103350,Early EEG monitoring predicts clinical outcome in patients with moderate to severe traumatic brain injury,NeuroImage: Clinical,EEG,samples,30m,between,prognosis,55,59 [46-70],49,43 [13-57],specparam,unclear,no,no,unclear,unclear,significant prediction outcomes,no,-,-,no,E/I ratio,Comparison in this study is between poor outcome and good outcome patients. Demographics for good outcome listed under ‘control’ in this table. The main analysis approach is a prediction analysis for group. Direction of effects / difference of aperiodic activity between poor / good outcomes is unclear.
TBI,Nwakamma et al,2024,4,10.1089/neur.2024.0004,Slowing of Parameterized Resting-State Electroencephalography After Mild Traumatic Brain Injury,Neurotrauma Reports,EEG,resting,2m,between,diagnostic,56,29.25 +/- 10.82,32,30.21 +/- 11.25,specparam,1-50,yes,yes,unclear,unclear,∅ clinical vs. control,yes,log(odds),-0.926,yes,unstated,Data is compared between clinical and control 2 weeks after TBI incident (for the clinical group).
,,Movement Disorders,,,,,,,,,,,,,,,,,,,,,,,,,,
Dystonia,Semenova et al,2021,4,10.1111/ejn.14729,Pallidal 1/f asymmetry in patients with cervical dystonia,European Journal of Neuroscience,DBS,intraoperative,unclear,within,region,9,[22-63],-,-,regression,30-70,-,-,-,-,⬆︎ affected hemisphere,no,-,-,no,E/I ratio,Slightly unclear how they computed measures - also note using specparam for low frequency range - but this seems to be a different analysis than the reported exponent values. 
Dystonia,Averna et al,2023,12,10.1111/ner.13503,Pallidal and Cortical Oscillations in Freely Moving Patients With Dystonia,Neuromodulation: Technology at the Neural Interface,DBS,movement,5m,within,state,2,[30-51],-,-,Colombo,7-45,-,-,-,-,⬆︎ during walking,no,-,-,yes,E/I ratio,Study is mostly about oscillations - also measure aperiodic activity. Not strictly speaking about diagnosis or symptoms - but about movement-related activity in dystonia patients with DBS implants.
Dystonia,"Wiest, Morgante et al",2023,3,10.1002/mds.29302,Subthalamic Nucleus Stimulation–Induced Local Field Potential Changes in Dystonia,Movement Disorders,DBS,resting,30s,within,treatment,7,[45-68],-,-,specparam,5-50,yes,no,-,-,⬆︎ w stimulation [DBS],no,-,-,no,E/I ratio,"Report largely about oscillations, especially theta - also examine other features. "
Dystonia,Larsh et al,2024,7,10.1002/mdc3.14159,Post Deep Brain Stimulation Time Course of Aperiodic Activity in Childhood and Young Adult Dystonia,Movement Disorders Clinical Practice,DBS,resting,1m,within,prognosis,10,15.4 [7.9-27.7],-,-,irasa,0.5-100,-,-,unclear,-,⬇︎ across time post DBS implantation,no,-,-,no,E/I ratio,"Brief, letter format article. "
,,Pain Related Disorders,,,,,,,,,,,,,,,,,,,,,,,,,,
Chronic Pain,Lopez Ramos et al,2024,6,10.1016/j.neurom.2024.05.003,Beta Oscillations in the Sensory Thalamus During Severe Facial Neuropathic Pain Using Novel Sensing Deep Brain Stimulation,Neuromodulation: Technology at the Neural Interface,DBS,events,30s,within,state,1,46,-,-,specparam,0-40,yes,no,-,-,⬇︎ during pain events,no,-,-,yes,E/I ratio,Do report specific values per pain condition.
Chronic Pain,Gil Avila et al,2024,7,10.1101/2024.07.23.604775,Assessing the balance between excitation and inhibition in chronic pain through the aperiodic component of EEG,preprint,EEG,resting,5m,between,diagnostic,149,[18-86],115,[18-79],specparam,2-40,no,yes,unclear,unclear,∅ clinical vs. control,yes,Cohen’s d,-0.11,yes,E/I ratio,Preregistered study. Analyzed data comes from 3 different datasets. Do an analysis relating aperiodic exponent to pain measures (within subjects) and find null results. Also analyze the data in different frequency ranges: 40-60 Hz & 1-100 Hz. Also report Bayes factors as effect size measures. 
Chronic Pain,Han et al,2024,11,10.1002/ejp.4757,Preoperative resting‐state electrophysiological signals predict acute but not chronic postoperative pain,European Journal of Pain,EEG,resting,9m 30s,within,symptoms,75,68.29 +/- 5.60,-,-,specparam,1-45,yes,no,unclear,-,∅ w pain ratings,no,-,-,no,E/I ratio,"Study looks at operation related acute and chronic pain. Participants had EEG’s collected 2 hours before a surgery, and this is related to pain scores at multiple time points after the surgery. Do report a significant correlation between aperiodic offset and pain ratings on post-operative day 7."
Fibromyalgia,González-Villar et al,2017,12,10.1038/s41598-017-06103-4,Increased neural noise and impaired brain synchronization in fibromyalgia patients during cognitive interference,Scientific Reports,EEG,task,2s 600ms,between,diagnostic,18,43.9 +/- 7.6,22,45.1 +/- 7.2,regression,3-30,-,-,2.78 +/- 1.6,4.15 +/- 1.5,⬇︎ clinical vs. control,no,-,-,no,neural noise,Task: multi-source interference task.
,,Cancers,,,,,,,,,,,,,,,,,,,,,,,,,,
Glioma,"Numan, Kulik et al",2021,9,10.1038/s41598-021-97818-y,Non-invasively measured brain activity and radiological progression in diffuse glioma,Scientific Reports,MEG,resting,5m,between,diagnostic,45,44.1 +/- 14.0,36,not reported,specparam,0.5-48,no,no,unclear,unclear,⬆︎ clinical vs. control,no,-,-,no,E/I ratio,No within-subject correlations between measures and tumor measures. Also includes a dataset with EEG. 
Glioma,"Numan, Breedt et al",2022,10,10.1093/brain/awac180,"Regional healthy brain activity, glioma occurrence and symptomatology",Brain,MEG,resting,5m,between,region,413,41-53 +/- 12-15,65,43 +/- 9,specparam,0.5-48,no,no,unclear,unclear,"⬆︎ ~ tumor occurrence  Δ ~ tumor type subgroups",no,-,-,no,E/I ratio,Paper includes multiple distinct datasets. Analysis of tumor locations done based on offset measures in control subjects.
Breast Cancer,Melara et al,2024,8,10.1093/arclin/acae066,Effects of Breast Cancer Treatment on Neural Noise: a Longitudinal Design,Archives of Clinical Neuropsychology,EEG,task,unclear,between,diagnostic,21,53.5 +/- 9.6,34,59.5 +/- 8.9,irasa,unclear,-,-,1.07,1.22,⬇︎ clinical vs. control [after treatment],yes,eta-squared,0.05,no,neural noise,Study is about cognitive dysfunction as occurs in some breast cancer survivors. Design examines data in a longitudinal design during treatment. Results are interpreted as potentially relating to breast cancer itself and/or to breast cancer treatment (radiation and/or chemotherapy). Tasks are paired-click task & attention network test. Reported exponent values and effects size is the post-test of the ANT. Also report correlations between exponent measures and cognitive measures. 
,,Other Psychiatric Disorders,,,,,,,,,,,,,,,,,,,,,,,,,,
Anxiety,Blaskovich et al,2024,8,10.1111/jsr.14123,The utility of wearable headband electroencephalography and pulse photoplethysmography to assess cortical and physiological arousal in individuals with stress‐related mental disorders,Journal of Sleep Research,EEG,sleep,unclear,between,diagnostic,47,33.9 +/- 14.7,36,33.1 +/- 13.7,Bódizs,2-30,-,-,unclear,unclear,∅ clinical vs. control,no,-,-,yes,unstated,"Analyze data from wearable / headband EEG devices (Dreem 2 headband), from multiple nights of recording across participants (total number of nights: 371). Clinical group is a mixed group including anxiety disorder, PTSD, depression and dysthymia. The exponent analysis appears to be comparing the change of exponent across the night between groups. "
PTSD,"Li, Coulson et al",2022,12,10.1088/1741-2552/ac9aaf,Resting-state EEG functional connectivity predicts post-traumatic stress disorder subtypes in veterans,Journal of Neural Engineering,EEG,resting,5m,between,diagnostic,107,unclear,95,unclear,specparam,2-40,no,yes,unclear,unclear,predicts clinical label,no,-,-,yes,unstated,"Analysis is a prediction approach. Direction of differences in exponent not clearly specified. All participants are combat-exposed veterans, the ‘clinical’ group is probable PTSD. Participants are in different study groups / datasets - demographics such as age are unclear as they are reported by dataset, not by (probable) diagnosis. All average ages in the range 35-39."
PTSD,"Makale, Abbasi et al",2023,8,10.1016/j.heliyon.2023.e18943,Personalized repetitive transcranial magnetic stimulation (prtms®) for post-traumatic stress disorder (ptsd) in military combat veterans,Heliyon,EEG,resting,4m,within,treatment,185,[34-75],-,-,regression,2-20,no,no,-,-,"⬆︎ w stimulation [TMS; responders] ⬇︎ w stimulation [TMS; non-responders]",no,-,-,yes,synchronicity,Treatment under study is rTMS.
PTSD,Kovacevic,2024,12,10.1177/15500594241309680,Characterizing PTSD Using Electrophysiology: Towards A Precision Medicine Approach,Clinical EEG and Neuroscience,EEG,resting,5m,between,diagnostic,29,[26-76],27,[23-65],specparam,1-40,no,no,unclear,unclear,⬇︎ clinical vs. control,yes,Hedge’s g,~0.8,yes,E/I ratio,"Is also a ‘Major Life Stress’ group that is analyzed and compared. Is also task data discussed in the manuscript - is not completely clear which data used where. Exponent topographies are available in the paper - looks to be an average of ~1.2 for clinical and ~1 for control). Effect size measure values are plotted for each channel, but specific values are a little unclear. Also report that the aperiodic exponent had a relationship with depression severity. "
OCD,Perera et al,2023,7,10.1016/j.jpsychires.2023.05.026,Obsessive-compulsive disorder (OCD) is associated with increased electroencephalographic (EEG) delta and theta oscillatory power but reduced delta connectivity,Journal of Psychiatric Research,EEG,resting,3m,between,diagnostic,25,36.24 +/- 13.06,27,32.22 +/- 10.66,eBOSC,unclear,-,-,unclear,unclear,∅ clinical vs. control,no,-,-,yes,unstated,Fit range probably 0.5-45 Hz.
Tourette’s,Adelhöfer et al,2021,10,10.1093/braincomms/fcab250,Increased scale-free and aperiodic neural activity during sensorimotor integration—a novel facet in Tourette syndrome,Brain Communications,EEG,task,1s,between,diagnostic,74,19.92 +/- 11.15,74,19.16 +/- 9.96,specparam,2-40,no,yes,1.08 +/- 0.05,1.27 +/- 0.05,⬇︎ clinical vs. control,yes,eta-squared,0.047,no,neural noise,Also have an analysis of “1/f” using a different fit (results seem equivalent). Task: sensorimotor integration task.
,,Other Disorders,,,,,,,,,,,,,,,,,,,,,,,,,,
Delirium,Boord et al,2024,9,10.1093/braincomms/fcae298,Neurophysiological patterns reflecting vulnerability to delirium subtypes: a resting-state EEG and event-related potential study,Brain Communications,EEG,resting,2m,between,diagnostic,21,75.3 +/- 6.8,37,75.7 +/- 7.4,specparam,1-30,yes,no,0.8 +/- 0.3,0.6 +/- 0.3,∅ clinical vs. control,yes,Cohen’s d,0.5,no,E/I ratio,"Participants had EEG recorded before a surgery, and then relate measures from this recording to post-operative delirium. Comparisons of non-delirium group to those who had delirium is done separately for those with hypoactive delirium (n=10), hyperactive delirium (n=5), and mixed delirium (n=6). Do report some significant differences in offset. "
Delirium,Ostertag et al,2024,1,10.1097/ALN.0000000000004797,Development of Postanesthesia Care Unit Delirium Is Associated with Differences in Aperiodic and Periodic Alpha Parameters of the Electroencephalogram during Emergence from General Anesthesia: Results from a Prospective Observational Cohort Study,Anesthesiology,EEG,intraoperative,unclear,between,diagnostic,32,69 [61-77],137,59 [48-73],specparam,2-45,yes,no,unclear,unclear,∅ clinical vs. control,yes,AUC,unclear,no,unstated,"Data was collected from during the operation / while under anesthesia, and later stratified for those who did / did not experience delirium. Do report some differences in offset. Also analyze data across time, in relation to anesthesia. "
Delirium,Pollak et al,2024,5,10.1097/ALN.0000000000004929,Electroencephalogram Biomarkers from Anesthesia Induction to Identify Vulnerable Patients at Risk for Postoperative Delirium,Anesthesiology,EEG,intraoperative,unclear,between,diagnostic,50,77 [72-80],101,77 [73-81],specparam,unclear,no,no,1.15 (0.97-1.32),1.1 (0.89-1.31),∅ clinical vs. control,no,-,-,yes,E/I ratio,"Reports on patients who got EEG recordings the day before surgery, and who also had perioperative EEG (paper analyses both, but not always clear which is used where).    Patients were stratified after the surgery based on experiencing delirium or not. Do report some differences in offset. "
Dyslexia,Santoni et al,2024,11,10.1016/j.nicl.2024.103720,Atypical oscillatory and aperiodic signatures of visual sampling in developmental dyslexia,NeuroImage: Clinical,EEG,resting,2m,between,diagnostic,26,[18-30],31,[18-30],specparam,1-40,yes,yes,unclear,unclear,⬇︎ clinical vs. control,no,-,-,no,E/I ratio,"Average age is reported (22.2), but only across both groups, not separately per group. Also have a task, and analyze relationships between resting state measures and task performance, and measures of time-resolved aperiodic features across the task. Generally no effects between aperiodic measures and task performance. Note that this is the same subjects (and overlapping data?) as in the Turri et al, 2023 paper. "
Dyslexia,Turri et al,2023,6,10.3390/biomedicines11061607,Periodic and Aperiodic EEG Features as Potential Markers of Developmental Dyslexia,Biomedicines,EEG,resting,2m,between,diagnostic,26,22.2 [18-30],31,-,specparam,1-40,no,no,1.05 (0.05),1.21 (0.03),⬇︎ clinical vs. control,yes,eta-squared,0.07,yes,E/I ratio,Also analyze reading tasks.
Dyslexia,Glica et al,2024,6,10.7554/eLife.99920,Reevaluating the neural noise in dyslexia using biomarkers from electroencephalography and high-resolution magnetic resonance spectroscopy,eLife,EEG,resting,5m,between,diagnostic,60,19.47 +/- 3.06,60,-,specparam,1-43,yes,no,unclear,unclear,∅ clinical vs. control,yes,eta-squared,0.001,yes,neural noise,"Also record and analyze MRI data, including MRS. Also analyze task data. Effect size & Bayes Factors reported in the ANOVAs."
Tinnitus,To et al,2021,-,10.1016/bs.pbr.2021.04.001,Thalamocortical dysrhythmia underpin the log-dynamics in phantom sounds,Progress in Brain Research,EEG,resting,5m,between,diagnostic,120,48.32 +/- 11.21,120,49.05 +/- 11.21,regression,1-43,-,-,unclear,unclear,⬇︎ clinical vs. control,no,-,-,no,complexity,Also examine a relation between exponent and symptoms within the tinnitus group.
Stutter,Bowers & Hudock,2024,12,10.1016/j.cortex.2024.09.016,Reduced resting-state periodic beta power in adults who stutter is related to sensorimotor control of speech execution,Cortex,EEG,resting,5m,between,diagnostic,23,33 +/- 14,23,36 +/- 15,specparam,3-40,yes,no,unclear,unclear,∅ clinical vs. control,no,-,-,no,E/I ratio,"Main analyses are about beta. Analysis of aperiodic features is per different channel clusters. Do report different in ‘AP’ (aperiodic), but this seems to be specific to the beta range. "
